"block_timestamp_isoweek","total","20_per_byte","320_per_byte","80_per_byte","104_per_byte","157_per_byte","103_per_byte","4000_per_byte","156_per_byte","105_per_byte","516_per_byte","102_per_byte","101_per_byte","517_per_byte","154_per_byte","515_per_byte","100_per_byte","31_per_byte","509_per_byte","30_per_byte","152_per_byte","153_per_byte","510_per_byte","508_per_byte","518_per_byte","19_per_byte","151_per_byte","155_per_byte","99_per_byte","506_per_byte","514_per_byte","150_per_byte","20664_per_byte","24_per_byte","20677_per_byte","158_per_byte","21_per_byte","20691_per_byte","505_per_byte","20651_per_byte","511_per_byte","20637_per_byte","20704_per_byte","149_per_byte","25_per_byte","507_per_byte","504_per_byte","159_per_byte","20624_per_byte","20718_per_byte","132_per_byte","23_per_byte","503_per_byte","22_per_byte","26_per_byte","300_per_byte","27_per_byte","20610_per_byte","502_per_byte","500_per_byte","148_per_byte","20732_per_byte","501_per_byte","20368_per_byte","20387_per_byte","28_per_byte","20396_per_byte","29_per_byte","314_per_byte","20377_per_byte","20405_per_byte","130_per_byte","98_per_byte","20597_per_byte","20359_per_byte","106_per_byte","20350_per_byte","20414_per_byte","210_per_byte","20745_per_byte","519_per_byte","20423_per_byte","315_per_byte","129_per_byte","20341_per_byte","499_per_byte","209_per_byte","33_per_byte","498_per_byte","32_per_byte","20433_per_byte","127_per_byte","34_per_byte","313_per_byte","20332_per_byte","35_per_byte","38_per_byte","128_per_byte","37_per_byte","42_per_byte","36_per_byte","20240_per_byte","40_per_byte","20584_per_byte","497_per_byte","43_per_byte","20233_per_byte","20323_per_byte","496_per_byte","20226_per_byte","513_per_byte","47_per_byte","44_per_byte","39_per_byte","20247_per_byte","20442_per_byte","48_per_byte","20219_per_byte","41_per_byte","20759_per_byte","45_per_byte","20254_per_byte","512_per_byte","51_per_byte","49_per_byte","46_per_byte","131_per_byte","662_per_byte","20268_per_byte","50_per_byte","242_per_byte","20000_per_byte","252_per_byte","52_per_byte","495_per_byte","20261_per_byte","54_per_byte","20205_per_byte","20451_per_byte","661_per_byte","663_per_byte","20313_per_byte","20212_per_byte","133_per_byte","20198_per_byte","20275_per_byte","53_per_byte","20570_per_byte","78_per_byte","57_per_byte","309_per_byte","494_per_byte","20192_per_byte","20282_per_byte","56_per_byte","206_per_byte","20178_per_byte","664_per_byte","60_per_byte","263_per_byte","126_per_byte","55_per_byte","20304_per_byte","61_per_byte","20289_per_byte","20460_per_byte","58_per_byte","67_per_byte","20155_per_byte","59_per_byte","71_per_byte","203_per_byte","654_per_byte","20144_per_byte","79_per_byte","81_per_byte","20185_per_byte","62_per_byte","64_per_byte","316_per_byte","20161_per_byte","77_per_byte","205_per_byte","20133_per_byte","20772_per_byte","63_per_byte","204_per_byte","226_per_byte","20122_per_byte","20138_per_byte","66_per_byte","74_per_byte","201_per_byte","208_per_byte","520_per_byte","65_per_byte","249_per_byte","493_per_byte","20116_per_byte","72_per_byte","20150_per_byte","20296_per_byte","211_per_byte","207_per_byte","246_per_byte","262_per_byte","111_per_byte","216_per_byte","251_per_byte","20166_per_byte","20295_per_byte","82_per_byte","70_per_byte","73_per_byte","235_per_byte","652_per_byte","653_per_byte","20127_per_byte","83_per_byte","243_per_byte","277_per_byte","306_per_byte","20084_per_byte","20557_per_byte","194_per_byte","215_per_byte","218_per_byte","228_per_byte","241_per_byte","261_per_byte","308_per_byte","310_per_byte","20786_per_byte","69_per_byte","84_per_byte","232_per_byte","245_per_byte","264_per_byte","307_per_byte","20172_per_byte","68_per_byte","75_per_byte","76_per_byte","193_per_byte","217_per_byte","20093_per_byte","20171_per_byte","20310_per_byte","196_per_byte","199_per_byte","202_per_byte","220_per_byte","225_per_byte","234_per_byte","20074_per_byte","20088_per_byte","20189_per_byte","200_per_byte","212_per_byte","214_per_byte","223_per_byte","86_per_byte","95_per_byte","108_per_byte","240_per_byte","10111_per_byte","20079_per_byte","20111_per_byte","20469_per_byte","195_per_byte","197_per_byte","219_per_byte","272_per_byte","20028_per_byte","20064_per_byte","90_per_byte","112_per_byte","191_per_byte","244_per_byte","248_per_byte","660_per_byte","20040_per_byte","20060_per_byte","20195_per_byte","85_per_byte","122_per_byte","227_per_byte","254_per_byte","20024_per_byte","20048_per_byte","20068_per_byte","20303_per_byte","87_per_byte","89_per_byte","107_per_byte","222_per_byte","229_per_byte","231_per_byte","233_per_byte","237_per_byte","646_per_byte","20003_per_byte","20200_per_byte","20286_per_byte","97_per_byte","125_per_byte","221_per_byte","253_per_byte","269_per_byte","330_per_byte","521_per_byte","648_per_byte","20065_per_byte","20069_per_byte","20112_per_byte","123_per_byte","213_per_byte","238_per_byte","247_per_byte","302_per_byte","303_per_byte","331_per_byte","20056_per_byte","20098_per_byte","20105_per_byte","20107_per_byte","20183_per_byte","116_per_byte","118_per_byte","198_per_byte","224_per_byte","257_per_byte","271_per_byte","304_per_byte","305_per_byte","326_per_byte","649_per_byte","1619_per_byte","20007_per_byte","20017_per_byte","20032_per_byte","93_per_byte","96_per_byte","230_per_byte","239_per_byte","258_per_byte","270_per_byte","275_per_byte","283_per_byte","637_per_byte","650_per_byte","4127_per_byte","19996_per_byte","20016_per_byte","20044_per_byte","20099_per_byte","20102_per_byte","20121_per_byte","20164_per_byte","20317_per_byte","20479_per_byte","20488_per_byte","88_per_byte","94_per_byte","109_per_byte","117_per_byte","124_per_byte","146_per_byte","250_per_byte","255_per_byte","279_per_byte","311_per_byte","312_per_byte","19868_per_byte","20012_per_byte","20076_per_byte","20277_per_byte","20544_per_byte","114_per_byte","119_per_byte","143_per_byte","160_per_byte","236_per_byte","256_per_byte","260_per_byte","265_per_byte","278_per_byte","282_per_byte","299_per_byte","301_per_byte","460_per_byte","10386_per_byte","19839_per_byte","19866_per_byte","19912_per_byte","19920_per_byte","19971_per_byte","20020_per_byte","20036_per_byte","20041_per_byte","20046_per_byte","20094_per_byte","91_per_byte","115_per_byte","121_per_byte","134_per_byte","141_per_byte","192_per_byte","259_per_byte","276_per_byte","280_per_byte","281_per_byte","287_per_byte","317_per_byte","318_per_byte","527_per_byte","536_per_byte","537_per_byte","636_per_byte","639_per_byte","643_per_byte","655_per_byte","665_per_byte","2708_per_byte","4132_per_byte","4140_per_byte","19848_per_byte","19859_per_byte","19863_per_byte","19883_per_byte","19908_per_byte","19924_per_byte","19963_per_byte","19982_per_byte","19992_per_byte","20009_per_byte","20031_per_byte","20035_per_byte","20051_per_byte","20052_per_byte","20055_per_byte","20126_per_byte","20149_per_byte","20206_per_byte","20211_per_byte","20217_per_byte","92_per_byte","136_per_byte","139_per_byte","164_per_byte","268_per_byte","273_per_byte","294_per_byte","297_per_byte","319_per_byte","325_per_byte","329_per_byte","377_per_byte","428_per_byte","448_per_byte","453_per_byte","461_per_byte","473_per_byte","538_per_byte","611_per_byte","621_per_byte","635_per_byte","4130_per_byte","4138_per_byte","19792_per_byte","19796_per_byte","19853_per_byte","19854_per_byte","19860_per_byte","19869_per_byte","19880_per_byte","19881_per_byte","19885_per_byte","19889_per_byte","19891_per_byte","19895_per_byte","19896_per_byte","19906_per_byte","19914_per_byte","19932_per_byte","19945_per_byte","19950_per_byte","19957_per_byte","19960_per_byte","19977_per_byte","19985_per_byte","19987_per_byte","20010_per_byte","20021_per_byte","20037_per_byte","20072_per_byte","20131_per_byte","20135_per_byte","20157_per_byte","20807_per_byte","20834_per_byte","110_per_byte","113_per_byte","135_per_byte","137_per_byte","144_per_byte","145_per_byte","162_per_byte","172_per_byte","189_per_byte","266_per_byte","274_per_byte","284_per_byte","289_per_byte","323_per_byte","327_per_byte","328_per_byte","343_per_byte","344_per_byte","365_per_byte","376_per_byte","394_per_byte","400_per_byte","410_per_byte","421_per_byte","435_per_byte","446_per_byte","456_per_byte","459_per_byte","465_per_byte","470_per_byte","472_per_byte","480_per_byte","544_per_byte","554_per_byte","605_per_byte","642_per_byte","644_per_byte","651_per_byte","2091_per_byte","2426_per_byte","4143_per_byte","19810_per_byte","19824_per_byte","19825_per_byte","19830_per_byte","19831_per_byte","19851_per_byte","19856_per_byte","19858_per_byte","19865_per_byte","19893_per_byte","19897_per_byte","19903_per_byte","19916_per_byte","19922_per_byte","19923_per_byte","19926_per_byte","19930_per_byte","19931_per_byte","19933_per_byte","19942_per_byte","19943_per_byte","19949_per_byte","19954_per_byte","19966_per_byte","19968_per_byte","19974_per_byte","19981_per_byte","19983_per_byte","20006_per_byte","20008_per_byte","20014_per_byte","20038_per_byte","20053_per_byte","20080_per_byte","20083_per_byte","20324_per_byte","20497_per_byte","20848_per_byte","2e+06_per_byte","120_per_byte","161_per_byte","165_per_byte","166_per_byte","167_per_byte","170_per_byte","179_per_byte","182_per_byte","188_per_byte","190_per_byte","267_per_byte","285_per_byte","292_per_byte","336_per_byte","370_per_byte","379_per_byte","380_per_byte","403_per_byte","406_per_byte","416_per_byte","418_per_byte","430_per_byte","432_per_byte","436_per_byte","444_per_byte","449_per_byte","457_per_byte","466_per_byte","468_per_byte","469_per_byte","474_per_byte","475_per_byte","476_per_byte","479_per_byte","482_per_byte","483_per_byte","522_per_byte","524_per_byte","529_per_byte","532_per_byte","540_per_byte","541_per_byte","547_per_byte","549_per_byte","570_per_byte","587_per_byte","620_per_byte","640_per_byte","645_per_byte","647_per_byte","656_per_byte","688_per_byte","712_per_byte","738_per_byte","743_per_byte","879_per_byte","1569_per_byte","2039_per_byte","2289_per_byte","2299_per_byte","2376_per_byte","2404_per_byte","2407_per_byte","2413_per_byte","2421_per_byte","2423_per_byte","2424_per_byte","2428_per_byte","3036_per_byte","4081_per_byte","4124_per_byte","4135_per_byte","8000_per_byte","19778_per_byte","19811_per_byte","19813_per_byte","19814_per_byte","19815_per_byte","19819_per_byte","19821_per_byte","19822_per_byte","19834_per_byte","19837_per_byte","19838_per_byte","19840_per_byte","19841_per_byte","19843_per_byte","19849_per_byte","19855_per_byte","19857_per_byte","19867_per_byte","19870_per_byte","19871_per_byte","19872_per_byte","19874_per_byte","19875_per_byte","19878_per_byte","19894_per_byte","19899_per_byte","19900_per_byte","19901_per_byte","19902_per_byte","19905_per_byte","19910_per_byte","19913_per_byte","19917_per_byte","19921_per_byte","19928_per_byte","19934_per_byte","19936_per_byte","19947_per_byte","19952_per_byte","19958_per_byte","19959_per_byte","19962_per_byte","19973_per_byte","19975_per_byte","19976_per_byte","19984_per_byte","19988_per_byte","19990_per_byte","19991_per_byte","19995_per_byte","20004_per_byte","20015_per_byte","20022_per_byte","20042_per_byte","20049_per_byte","20077_per_byte","20092_per_byte","20100_per_byte","20136_per_byte","20140_per_byte","20145_per_byte","20159_per_byte","20338_per_byte","20430_per_byte","20821_per_byte","18_per_byte","138_per_byte","140_per_byte","147_per_byte","163_per_byte","168_per_byte","169_per_byte","171_per_byte","173_per_byte","174_per_byte","181_per_byte","183_per_byte","184_per_byte","185_per_byte","186_per_byte","187_per_byte","288_per_byte","291_per_byte","293_per_byte","295_per_byte","296_per_byte","298_per_byte","321_per_byte","332_per_byte","334_per_byte","337_per_byte","339_per_byte","342_per_byte","345_per_byte","348_per_byte","349_per_byte","351_per_byte","352_per_byte","354_per_byte","358_per_byte","362_per_byte","363_per_byte","364_per_byte","367_per_byte","368_per_byte","371_per_byte","373_per_byte","374_per_byte","375_per_byte","381_per_byte","385_per_byte","386_per_byte","388_per_byte","389_per_byte","390_per_byte","393_per_byte","395_per_byte","396_per_byte","397_per_byte","404_per_byte","408_per_byte","412_per_byte","414_per_byte","415_per_byte","422_per_byte","424_per_byte","427_per_byte","434_per_byte","438_per_byte","439_per_byte","441_per_byte","445_per_byte","447_per_byte","450_per_byte","454_per_byte","458_per_byte","463_per_byte","467_per_byte","471_per_byte","481_per_byte","490_per_byte","492_per_byte","526_per_byte","528_per_byte","530_per_byte","535_per_byte","548_per_byte","552_per_byte","557_per_byte","559_per_byte","560_per_byte","566_per_byte","567_per_byte","569_per_byte","573_per_byte","589_per_byte","590_per_byte","592_per_byte","597_per_byte","601_per_byte","608_per_byte","609_per_byte","612_per_byte","618_per_byte","624_per_byte","627_per_byte","628_per_byte","629_per_byte","631_per_byte","633_per_byte","634_per_byte","638_per_byte","641_per_byte","657_per_byte","659_per_byte","666_per_byte","667_per_byte","670_per_byte","674_per_byte","677_per_byte","681_per_byte","683_per_byte","685_per_byte","708_per_byte","713_per_byte","716_per_byte","718_per_byte","741_per_byte","748_per_byte","767_per_byte","778_per_byte","782_per_byte","797_per_byte","853_per_byte","883_per_byte","910_per_byte","927_per_byte","1138_per_byte","1277_per_byte","1310_per_byte","1432_per_byte","1495_per_byte","1530_per_byte","1533_per_byte","1540_per_byte","1557_per_byte","1568_per_byte","1630_per_byte","1806_per_byte","2038_per_byte","2040_per_byte","2047_per_byte","2052_per_byte","2090_per_byte","2240_per_byte","2290_per_byte","2295_per_byte","2301_per_byte","2302_per_byte","2380_per_byte","2403_per_byte","2405_per_byte","2408_per_byte","2409_per_byte","2415_per_byte","2420_per_byte","2422_per_byte","2425_per_byte","2427_per_byte","2580_per_byte","3214_per_byte","3265_per_byte","3469_per_byte","3501_per_byte","4011_per_byte","4055_per_byte","4059_per_byte","4066_per_byte","4070_per_byte","4071_per_byte","4073_per_byte","4075_per_byte","4084_per_byte","4088_per_byte","4119_per_byte","4122_per_byte","4146_per_byte","4149_per_byte","6404_per_byte","19774_per_byte","19775_per_byte","19780_per_byte","19782_per_byte","19784_per_byte","19785_per_byte","19786_per_byte","19787_per_byte","19790_per_byte","19791_per_byte","19794_per_byte","19795_per_byte","19797_per_byte","19799_per_byte","19800_per_byte","19801_per_byte","19802_per_byte","19803_per_byte","19806_per_byte","19807_per_byte","19809_per_byte","19812_per_byte","19820_per_byte","19823_per_byte","19826_per_byte","19828_per_byte","19829_per_byte","19832_per_byte","19835_per_byte","19836_per_byte","19842_per_byte","19845_per_byte","19861_per_byte","19862_per_byte","19864_per_byte","19877_per_byte","19879_per_byte","19884_per_byte","19886_per_byte","19887_per_byte","19898_per_byte","19904_per_byte","19909_per_byte","19919_per_byte","19925_per_byte","19927_per_byte","19929_per_byte","19938_per_byte","19940_per_byte","19948_per_byte","19951_per_byte","19956_per_byte","19964_per_byte","19965_per_byte","19969_per_byte","19978_per_byte","19980_per_byte","19989_per_byte","19993_per_byte","19994_per_byte","19997_per_byte","20005_per_byte","20018_per_byte","20023_per_byte","20027_per_byte","20066_per_byte","20070_per_byte","20096_per_byte","20104_per_byte","20109_per_byte","20117_per_byte","20143_per_byte","20154_per_byte","20173_per_byte","20223_per_byte","20274_per_byte","20458_per_byte","20467_per_byte","20476_per_byte","20495_per_byte","20507_per_byte","20516_per_byte","20753_per_byte","20765_per_byte","20766_per_byte","20794_per_byte","20800_per_byte","20813_per_byte","20862_per_byte","21257_per_byte","21415_per_byte","21511_per_byte","21531_per_byte","22161_per_byte","22166_per_byte","22178_per_byte","23271_per_byte","23551_per_byte","23936_per_byte","25506_per_byte","25872_per_byte","26399_per_byte","29748_per_byte","31485_per_byte","37574_per_byte","159810_per_byte","254510_per_byte","273900_per_byte","274980_per_byte","299300_per_byte"
"2022-32",1557,1378,69,87,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-33",172562,159977,5924,4961,0,0,2,1369,2,2,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,13,0,0,27,0,0,0,0,0,0,0,6,0,0,0,0,0,1,32,0,3,2,46,7,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,2,3,0,0,7,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,4,0,1,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,16,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-34",122495,107129,6406,5258,0,643,231,1290,305,0,117,40,65,72,167,59,24,0,37,0,63,47,25,12,6,0,29,18,3,13,10,38,9,27,9,7,120,5,10,3,3,4,7,11,5,5,6,7,3,5,0,21,5,20,0,28,0,3,1,4,3,3,1,1,6,0,2,0,0,1,2,0,0,1,3,0,1,1,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
